pid,item,item_label,item_text,cell,direction,audience,arm_title,condition_arm,condition,agree_nocue,agree_leader_cue,likertAgree,likertAgree_recoded,party7,republican,ideo7,age_survey,gender,race,education,PK_sum,cue_type
21,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_in_favor,in favor,Democrat,Private pensions for public workers (in favor),Control,Control,5.0,,5.0,3.0,Democrat,0,Lean conservative,25.0,Female,White / Caucasian,4-year degree,1,two_sided
22,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Control,Cue-only,,4.0,4.0,4.0,Strong Republican,1,Strong conservative,35.0,Female,White / Caucasian,4-year degree,1,two_sided
22,3,Abolish electoral college,Abolish the electoral college,item3_against,against,Republican,Abolish electoral college (against),Abolish electoral college (against),Info-only,5.0,,5.0,5.0,Strong Republican,1,Strong conservative,35.0,Female,White / Caucasian,4-year degree,1,two_sided
22,8,More restrictions at U.S. border,Increase restrictions on current U.S. border security policy,item8_against,against,Republican,More restrictions at U.S. border (against),Control,Cue-only,,5.0,5.0,5.0,Strong Republican,1,Strong conservative,35.0,Female,White / Caucasian,4-year degree,1,two_sided
22,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_against,against,Republican,Allow enhanced interrogation (against),Allow enhanced interrogation (against),Both,,5.0,5.0,5.0,Strong Republican,1,Strong conservative,35.0,Female,White / Caucasian,4-year degree,1,two_sided
22,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_against,against,Republican,Increase tariffs on Chinese imports (against),Increase tariffs on Chinese imports (against),Info-only,4.0,,4.0,4.0,Strong Republican,1,Strong conservative,35.0,Female,White / Caucasian,4-year degree,1,two_sided
23,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_in_favor,in favor,Democrat,Allow assisted suicide (in favor),Allow assisted suicide (in favor),Info-only,6.0,,6.0,2.0,Democrat,0,Lean conservative,50.0,Male,White / Caucasian,4-year degree,2,two_sided
23,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_in_favor,in favor,Democrat,Illegal to burn U.S. flag (in favor),Control,Control,6.0,,6.0,2.0,Democrat,0,Lean conservative,50.0,Male,White / Caucasian,4-year degree,2,two_sided
23,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_in_favor,in favor,Democrat,Decrease power of labor unions (in favor),Decrease power of labor unions (in favor),Info-only,6.0,,6.0,2.0,Democrat,0,Lean conservative,50.0,Male,White / Caucasian,4-year degree,2,two_sided
23,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_in_favor,in favor,Democrat,Decrease foreign aid (in favor),Decrease foreign aid (in favor),Both,,2.0,2.0,6.0,Democrat,0,Lean conservative,50.0,Male,White / Caucasian,4-year degree,2,two_sided
23,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_in_favor,in favor,Democrat,Private pensions for public workers (in favor),Control,Cue-only,,2.0,2.0,6.0,Democrat,0,Lean conservative,50.0,Male,White / Caucasian,4-year degree,2,two_sided
24,3,Abolish electoral college,Abolish the electoral college,item3_in_favor,in favor,Democrat,Abolish electoral college (in favor),Control,Control,2.0,,2.0,6.0,Lean Democrat,0,Lean conservative,21.0,Female,White / Caucasian,2-year degree,0,one_sided
24,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_in_favor,in favor,Democrat,Illegal to burn U.S. flag (in favor),Illegal to burn U.S. flag (in favor),Info-only,5.0,,5.0,3.0,Lean Democrat,0,Lean conservative,21.0,Female,White / Caucasian,2-year degree,0,one_sided
24,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_in_favor,in favor,Democrat,Allow enhanced interrogation (in favor),Control,Control,2.0,,2.0,6.0,Lean Democrat,0,Lean conservative,21.0,Female,White / Caucasian,2-year degree,0,one_sided
24,20,Decrease foreign aid,Decrease U.S. foreign aid spending,item20_in_favor,in favor,Democrat,Decrease foreign aid (in favor),Control,Cue-only,,2.0,2.0,6.0,Lean Democrat,0,Lean conservative,21.0,Female,White / Caucasian,2-year degree,0,one_sided
24,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_in_favor,in favor,Democrat,Increase tariffs on Chinese imports (in favor),Control,Cue-only,,4.0,4.0,4.0,Lean Democrat,0,Lean conservative,21.0,Female,White / Caucasian,2-year degree,0,one_sided
25,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Control,Control,7.0,,7.0,7.0,Republican,1,Moderate,40.0,Male,White / Caucasian,2-year degree,0,two_sided
25,4,Allow death penalty,Allow the use of the death penalty,item4_against,against,Republican,Allow death penalty (against),Control,Cue-only,,1.0,1.0,1.0,Republican,1,Moderate,40.0,Male,White / Caucasian,2-year degree,0,two_sided
25,15,Allow enhanced interrogation,"Allow the military to use enhanced interrogation techniques, such as waterboarding, to gain information from suspected terrorists",item15_against,against,Republican,Allow enhanced interrogation (against),Allow enhanced interrogation (against),Info-only,7.0,,7.0,7.0,Republican,1,Moderate,40.0,Male,White / Caucasian,2-year degree,0,two_sided
25,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Control,Cue-only,,7.0,7.0,7.0,Republican,1,Moderate,40.0,Male,White / Caucasian,2-year degree,0,two_sided
25,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_against,against,Republican,Decrease power of labor unions (against),Control,Cue-only,,4.0,4.0,4.0,Republican,1,Moderate,40.0,Male,White / Caucasian,2-year degree,0,two_sided
26,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Allow religious denial of service (against),Both,,6.0,6.0,6.0,Strong Republican,1,Strong conservative,25.0,Male,White / Caucasian,4-year degree,0,one_sided
26,14,Minimum sentences for drugs,Allow mandatory minimum prison sentences for people charged with drug possession,item14_in_favor,in favor,Republican,Minimum sentences for drugs (in favor),Minimum sentences for drugs (in favor),Info-only,6.0,,6.0,2.0,Strong Republican,1,Strong conservative,25.0,Male,White / Caucasian,4-year degree,0,one_sided
26,16,Allow affirmative action,Allow the use of affirmative action programs,item16_in_favor,in favor,Republican,Allow affirmative action (in favor),Control,Cue-only,,6.0,6.0,2.0,Strong Republican,1,Strong conservative,25.0,Male,White / Caucasian,4-year degree,0,one_sided
26,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_against,against,Republican,Military aid to Saudia Arabia (against),Military aid to Saudia Arabia (against),Both,,6.0,6.0,6.0,Strong Republican,1,Strong conservative,25.0,Male,White / Caucasian,4-year degree,0,one_sided
26,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_against,against,Republican,Private pensions for public workers (against),Private pensions for public workers (against),Both,,6.0,6.0,6.0,Strong Republican,1,Strong conservative,25.0,Male,White / Caucasian,4-year degree,0,one_sided
27,11,Illegal to burn U.S. flag,Make it illegal to burn the American flag,item11_in_favor,in favor,Democrat,Illegal to burn U.S. flag (in favor),Control,Control,6.0,,6.0,2.0,Democrat,0,Lean conservative,27.0,Female,White / Caucasian,2-year degree,1,one_sided
27,13,Ban juvenile solitary confinement,Ban the use of solitary confinement for juveniles in prison,item13_against,against,Democrat,Ban juvenile solitary confinement (against),Control,Control,4.0,,4.0,4.0,Democrat,0,Lean conservative,27.0,Female,White / Caucasian,2-year degree,1,one_sided
27,16,Allow affirmative action,Allow the use of affirmative action programs,item16_against,against,Democrat,Allow affirmative action (against),Control,Cue-only,,4.0,4.0,4.0,Democrat,0,Lean conservative,27.0,Female,White / Caucasian,2-year degree,1,one_sided
27,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_in_favor,in favor,Democrat,Decrease power of labor unions (in favor),Control,Control,4.0,,4.0,4.0,Democrat,0,Lean conservative,27.0,Female,White / Caucasian,2-year degree,1,one_sided
27,22,Increase tariffs on Chinese imports,Increase U.S. tariffs on imported products from China,item22_in_favor,in favor,Democrat,Increase tariffs on Chinese imports (in favor),Control,Control,4.0,,4.0,4.0,Democrat,0,Lean conservative,27.0,Female,White / Caucasian,2-year degree,1,one_sided
28,2,Subsidized healthcare for immigrants,Provide illegal immigrants with access to government-subsidized healthcare,item2_against,against,Democrat,Subsidized healthcare for immigrants (against),Subsidized healthcare for immigrants (against),Both,,6.0,6.0,6.0,Strong Democrat,0,Strong liberal,67.0,Female,White / Caucasian,High school graduate,1,one_sided
28,18,Military aid to Saudia Arabia,Provide U.S. military aid to Saudi Arabia during its conflict with Yemen,item18_in_favor,in favor,Democrat,Military aid to Saudia Arabia (in favor),Control,Cue-only,,5.0,5.0,3.0,Strong Democrat,0,Strong liberal,67.0,Female,White / Caucasian,High school graduate,1,one_sided
28,19,Decrease power of labor unions,Decrease the power of labor unions to help the economy,item19_in_favor,in favor,Democrat,Decrease power of labor unions (in favor),Decrease power of labor unions (in favor),Info-only,6.0,,6.0,2.0,Strong Democrat,0,Strong liberal,67.0,Female,White / Caucasian,High school graduate,1,one_sided
28,21,Privatization of veterans' healthcare,Increase privatization of veterans' healthcare,item21_in_favor,in favor,Democrat,Privatization of veterans' healthcare (in favor),Privatization of veterans' healthcare (in favor),Info-only,6.0,,6.0,2.0,Strong Democrat,0,Strong liberal,67.0,Female,White / Caucasian,High school graduate,1,one_sided
28,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_in_favor,in favor,Democrat,Private pensions for public workers (in favor),Private pensions for public workers (in favor),Info-only,5.0,,5.0,3.0,Strong Democrat,0,Strong liberal,67.0,Female,White / Caucasian,High school graduate,1,one_sided
29,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Control,Control,5.0,,5.0,5.0,Strong Republican,1,Conservative,70.0,Female,White / Caucasian,Some college,3,one_sided
29,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Allow assisted suicide (against),Info-only,5.0,,5.0,5.0,Strong Republican,1,Conservative,70.0,Female,White / Caucasian,Some college,3,one_sided
29,12,Deny criminals the vote,Deny convicted criminals the right to vote,item12_against,against,Republican,Deny criminals the vote (against),Deny criminals the vote (against),Info-only,3.0,,3.0,3.0,Strong Republican,1,Conservative,70.0,Female,White / Caucasian,Some college,3,one_sided
29,17,Increase capital gains tax,"Increase the government tax rate on profits earned from the sale of stocks, bonds, and real estate",item17_in_favor,in favor,Republican,Increase capital gains tax (in favor),Control,Cue-only,,7.0,7.0,1.0,Strong Republican,1,Conservative,70.0,Female,White / Caucasian,Some college,3,one_sided
29,24,Private pensions for public workers,"Transition pension plans for federal, state, and local government workers into privately managed accounts",item24_against,against,Republican,Private pensions for public workers (against),Control,Cue-only,,1.0,1.0,1.0,Strong Republican,1,Conservative,70.0,Female,White / Caucasian,Some college,3,one_sided
30,1,Allow religious denial of service,Allow businesses to deny service to a customer if the request conflicts with the owner's religious beliefs,item1_against,against,Republican,Allow religious denial of service (against),Control,Cue-only,,7.0,7.0,7.0,Strong Republican,1,Strong conservative,70.0,Female,White / Caucasian,Some college,1,two_sided
30,9,Require work for Medicaid,Make it a requirement that people work in order to receive Medicaid,item9_against,against,Republican,Require work for Medicaid (against),Require work for Medicaid (against),Info-only,1.0,,1.0,1.0,Strong Republican,1,Strong conservative,70.0,Female,White / Caucasian,Some college,1,two_sided
30,10,Allow assisted suicide,Allow terminally ill patients to end their lives via assisted suicide,item10_against,against,Republican,Allow assisted suicide (against),Control,Control,1.0,,1.0,1.0,Strong Republican,1,Strong conservative,70.0,Female,White / Caucasian,Some college,1,two_sided
30,12,Deny criminals the vote,Deny convicted criminals the right to vote,item12_against,against,Republican,Deny criminals the vote (against),Control,Cue-only,,2.0,2.0,2.0,Strong Republican,1,Strong conservative,70.0,Female,White / Caucasian,Some college,1,two_sided
